date_id,datetime_id,market,rpt_key,last,diff_24h,diff_per_24h,bid,ask,low,high,volume,created_at,updated_at
2017-06-01,2017-06-01 01:03:00,okcoin,btc_usd,2383,2221.63,7.2635857456,2382.8,2383,2129.78,2422.99,4691.460516,2017-05-31 16:02:36,2017-05-31 16:02:36
2017-06-01,2017-06-01 01:03:00,korbit,etc_krw,22700,23090,-1.6890428757,22650,22760,21000,25500,821892.5899155156,2017-05-31 15:59:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:03:00,bitflyer,eth_btc,0.09999,0.09038,10.6328833813,0.0993,0.09999,0.0993,0.09999,23233.0394197,2017-05-31 16:01:36,2017-05-31 16:01:36
2017-06-01,2017-06-01 01:03:00,korbit,eth_krw,305500,285950,6.8368595908,305500,305550,274000,336000,331859.9666087208,2017-05-31 16:02:36,2017-05-31 16:02:36
2017-06-01,2017-06-01 01:03:00,bitflyer,fx_btc_jpy,271152,271266,-0.0420251709,270949,271137,270949,271137,73536.8586383,2017-05-31 16:02:36,2017-05-31 16:02:36
2017-06-01,2017-06-01 01:03:00,okcoin,ltc_usd,25.976,24.891,4.3590052629,25.872,25.954,23.2,27,196894.687,2017-05-31 16:02:36,2017-05-31 16:02:36
2017-06-01,2017-06-01 01:04:00,bitstamp,btc_eur,2062.32,2018,2.1962338949,2062.29,2069.99,1950,2071.99,2385.32134759,2017-05-31 16:03:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:04:00,bitflyer,btc_jpy,267643,266451,0.4473618039,267193,267874,267193,267874,73684.29304,2017-05-31 16:03:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:04:00,korbit,btc_krw,3074000,3159000,-2.6907249129,3074000,3074500,3002000,3209500,6388.14504319,2017-05-31 16:03:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:04:00,bitstamp,btc_usd,2304.47,2233.33,3.1853778886,2302.75,2304.47,2154.28,2329.39,14846.45457246,2017-05-31 16:03:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:04:00,okcoin,btc_usd,2383.83,2221.01,7.3308990054,2377.37,2383.83,2129.78,2422.99,4701.180516,2017-05-31 16:03:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:04:00,korbit,etc_krw,22700,23170,-2.0284851101,22650,22760,21000,25500,821892.5899155156,2017-05-31 15:59:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:04:00,bitflyer,eth_btc,0.0992,0.0914,8.533916849,0.0991,0.09999,0.0991,0.09999,23222.2394197,2017-05-31 16:03:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:04:00,korbit,eth_krw,306200,285000,7.4385964912,306200,306200,274000,336000,331909.2871521556,2017-05-31 16:03:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:04:00,bitflyer,fx_btc_jpy,271203,271339,-0.0501218034,270301,271203,270301,271203,73684.29304,2017-05-31 16:03:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:04:00,okcoin,ltc_usd,26.312,24.892,5.7046440623,26.261,26.312,23.2,27,197654.978,2017-05-31 16:03:36,2017-05-31 16:03:36
2017-06-01,2017-06-01 01:05:00,bitstamp,btc_eur,2069.99,2014,2.7800397219,2069.99,2071.5,1950,2071.99,2387.13265132,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:05:00,bitflyer,btc_jpy,267450,266619,0.3116807129,267130,267700,267130,267700,73677.0674641,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:05:00,korbit,btc_krw,3079000,3160000,-2.5632911392,3077500,3078000,3002000,3209500,6388.34809613,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:05:00,bitstamp,btc_usd,2304.45,2233.33,3.1844823649,2306.65,2308,2154.28,2329.39,14845.07167054,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:05:00,okcoin,btc_usd,2383.72,2223,7.2298695457,2383.72,2383.74,2129.78,2422.99,4710.178516,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:05:00,korbit,etc_krw,22650,23170,-2.2442813984,22650,22700,21000,25500,821876.2733066824,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:05:00,bitflyer,eth_btc,0.0992,0.0914,8.533916849,0.09921,0.09999,0.09921,0.09999,23222.2394197,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:05:00,korbit,eth_krw,307100,286000,7.3776223776,305600,307100,274000,336000,331825.7711057361,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:05:00,bitflyer,fx_btc_jpy,271190,272001,-0.2981606685,270957,271190,270957,271190,73677.0674641,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:05:00,okcoin,ltc_usd,26.251,24.895,5.4468768829,26.251,26.336,23.2,27,198724.607,2017-05-31 16:04:36,2017-05-31 16:04:36
2017-06-01,2017-06-01 01:06:00,bitstamp,btc_eur,2071.99,2015,2.8282878412,2065.78,2071.99,1950,2071.99,2387.88627878,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:06:00,bitflyer,btc_jpy,267146,266697,0.1683558495,267146,267151,267146,267151,73607.978837,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:06:00,korbit,btc_krw,3079000,3160000,-2.5632911392,3074000,3074500,3002000,3209500,6387.70218252,2017-05-31 16:04:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:06:00,bitstamp,btc_usd,2321.84,2231.03,4.0703172974,2321.84,2322.69,2154.28,2329.39,14920.70412175,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:06:00,okcoin,btc_usd,2398.52,2224.54,7.8209427567,2395.5,2398.52,2129.78,2422.99,4714.974516,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:06:00,korbit,etc_krw,22700,23180,-2.0707506471,22650,22700,21000,25500,821909.5191989613,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:06:00,bitflyer,eth_btc,0.09998,0.0914,9.3873085339,0.09921,0.09998,0.09921,0.09998,23222.7344197,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:06:00,korbit,eth_krw,307050,286900,7.0233530847,305800,307050,274000,336000,331738.3388967524,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:06:00,bitflyer,fx_btc_jpy,270995,272860,-0.6835006963,270995,271000,270995,271000,73607.978837,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:06:00,okcoin,ltc_usd,26.216,24.935,5.1373571285,26.216,26.249,23.2,27,200673.35,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:07:00,bitstamp,btc_eur,2071.99,2015,2.8282878412,2065.9,2071.99,1950,2071.99,2388.39093999,2017-05-31 16:06:37,2017-05-31 16:06:37
2017-06-01,2017-06-01 01:07:00,bitflyer,btc_jpy,267131,266907,0.0839243632,267317,267479,267317,267479,73614.375731,2017-05-31 16:06:37,2017-05-31 16:06:37
2017-06-01,2017-06-01 01:07:00,korbit,btc_krw,3074500,3159000,-2.6748971193,3074500,3075000,3002000,3209500,6384.84345982,2017-05-31 16:06:37,2017-05-31 16:06:37
2017-06-01,2017-06-01 01:07:00,bitstamp,btc_usd,2322.5,2233.33,3.9926925264,2322.5,2322.51,2154.28,2329.39,14919.4507739,2017-05-31 16:06:37,2017-05-31 16:06:37
2017-06-01,2017-06-01 01:07:00,okcoin,btc_usd,2399.99,2227.93,7.7228638243,2399.99,2400,2129.78,2422.99,4717.609516,2017-05-31 16:06:37,2017-05-31 16:06:37
2017-06-01,2017-06-01 01:07:00,korbit,etc_krw,22700,23180,-2.0707506471,22650,22700,21000,25500,821921.7717775213,2017-05-31 16:06:37,2017-05-31 16:06:37
2017-06-01,2017-06-01 01:07:00,bitflyer,eth_btc,0.09998,0.0914,9.3873085339,0.09921,0.09998,0.09921,0.09998,23223.7344197,2017-05-31 16:06:37,2017-05-31 16:06:37
2017-06-01,2017-06-01 01:07:00,korbit,eth_krw,307000,288000,6.5972222222,305900,306950,274000,336000,331682.4986014208,2017-05-31 16:06:37,2017-05-31 16:06:37
2017-06-01,2017-06-01 01:07:00,bitflyer,fx_btc_jpy,270995,272614,-0.5938799915,270995,271000,270995,271000,73607.978837,2017-05-31 16:05:36,2017-05-31 16:05:36
2017-06-01,2017-06-01 01:07:00,okcoin,ltc_usd,26.086,25.048,4.1440434366,26.024,26.09,23.2,27,201046.382,2017-05-31 16:06:37,2017-05-31 16:06:37
2017-06-01,2017-06-01 01:08:00,bitstamp,btc_eur,2078.99,2015,3.1756823821,2072.9,2078.99,1950,2078.99,2384.22678813,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:08:00,bitflyer,btc_jpy,267317,266907,0.1536115576,267131,267317,267131,267317,73598.4532526,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:08:00,korbit,btc_krw,3082000,3159000,-2.4374802153,3075000,3075500,3002000,3209500,6395.41100719,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:08:00,bitstamp,btc_usd,2326,2237.58,3.9515905577,2323.82,2326,2154.28,2329.39,14949.37715907,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:08:00,okcoin,btc_usd,2405.23,2235.11,7.6112585063,2405.32,2405.4,2129.78,2422.99,4722.506516,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:08:00,korbit,etc_krw,22700,23170,-2.0284851101,22650,22730,21000,25500,821854.3816987013,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:08:00,bitflyer,eth_btc,0.09998,0.0914,9.3873085339,0.09921,0.09998,0.09921,0.09998,23223.7344197,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:08:00,korbit,eth_krw,307050,289000,6.2456747405,306000,307050,274000,336000,331625.6037312893,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:08:00,bitflyer,fx_btc_jpy,271321,272986,-0.6099213879,271300,271450,271300,271450,73598.4532526,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:08:00,okcoin,ltc_usd,26.175,25.055,4.4701656356,26.15,26.17,23.2,27,201241.489,2017-05-31 16:07:36,2017-05-31 16:07:36
2017-06-01,2017-06-01 01:09:00,bitstamp,btc_eur,2078.99,2019.98,2.9213160526,2069.3,2077.99,1950,2078.99,2383.65371982,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:09:00,bitflyer,btc_jpy,267200,267120,0.0299490866,267272,267866,267272,267866,73559.9767758,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:09:00,korbit,btc_krw,3082000,3159000,-2.4374802153,3075500,3076000,3002000,3209500,6395.92667481,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:09:00,bitstamp,btc_usd,2325.9,2241.38,3.7708911474,2324.12,2325.83,2154.28,2329.39,14933.01414291,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:09:00,okcoin,btc_usd,2412.95,2237.63,7.835075504,2411.92,2412.95,2129.78,2422.99,4723.739516,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:09:00,korbit,etc_krw,22730,23170,-1.8990073371,22700,22760,21000,25500,821826.0208987013,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:09:00,bitflyer,eth_btc,0.09998,0.09077,10.146524182,0.09921,0.09998,0.09921,0.09998,23219.4344197,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:09:00,korbit,eth_krw,308050,288900,6.628591208,306150,308050,274000,336000,331525.5751380615,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:09:00,bitflyer,fx_btc_jpy,271210,272999,-0.6553137557,271210,271378,271210,271378,73559.9767758,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:09:00,okcoin,ltc_usd,26.175,25.044,4.5160517489,26.131,26.177,23.2,27,201739.776,2017-05-31 16:08:36,2017-05-31 16:08:36
2017-06-01,2017-06-01 01:10:00,bitstamp,btc_eur,2078.8,2019.99,2.9114005515,2076.54,2080,1950,2079.25,2374.01225979,2017-05-31 16:09:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:10:00,bitflyer,btc_jpy,267371,267121,0.0935905451,267326,268000,267326,268000,73530.7702111,2017-05-31 16:09:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:10:00,korbit,btc_krw,3079000,3160000,-2.5632911392,3078500,3079000,3002000,3209500,6390.43768705,2017-05-31 16:09:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:10:00,bitstamp,btc_usd,2328,2248.33,3.5435189674,2325.83,2327.98,2154.28,2329.39,14950.09945325,2017-05-31 16:09:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:10:00,okcoin,btc_usd,2412.9,2228.75,8.262478968,2412.03,2412.9,2129.78,2422.99,4729.101516,2017-05-31 16:09:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:10:00,korbit,etc_krw,22730,23180,-1.9413287317,22700,22760,21000,25500,821140.2731519513,2017-05-31 16:08:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:10:00,bitflyer,eth_btc,0.09998,0.09045,10.5362078496,0.09921,0.09998,0.09921,0.09998,23218.6444197,2017-05-31 16:09:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:10:00,korbit,eth_krw,306150,288900,5.9709241952,306150,306500,274000,336000,331508.9548026515,2017-05-31 16:09:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:10:00,bitflyer,fx_btc_jpy,271371,273323,-0.7141733407,271372,271445,271372,271445,73530.4053111,2017-05-31 16:09:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:10:00,okcoin,ltc_usd,26.2,25.06,4.5490822027,26.2,26.295,23.2,27,202412.716,2017-05-31 16:09:36,2017-05-31 16:09:36
2017-06-01,2017-06-01 01:11:00,bitstamp,btc_eur,2078.79,2022,2.8086053412,2075.8,2078.79,1950,2079.25,2374.01876414,2017-05-31 16:10:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:11:00,bitflyer,btc_jpy,268458,267565,0.3337506774,267327,267741,267327,267741,73513.372821,2017-05-31 16:10:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:11:00,korbit,btc_krw,3079000,3169500,-2.855339959,3078500,3079000,3002000,3209500,6376.61544979,2017-05-31 16:10:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:11:00,bitstamp,btc_usd,2329.91,2248.46,3.6224793859,2329.91,2329.92,2154.28,2330,14971.05448564,2017-05-31 16:10:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:11:00,okcoin,btc_usd,2417.61,2236.22,8.111455939,2413.05,2413.06,2129.78,2422.99,4741.345516,2017-05-31 16:10:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:11:00,korbit,etc_krw,22730,23180,-1.9413287317,22700,22760,21000,25500,821140.2731519513,2017-05-31 16:08:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:11:00,bitflyer,eth_btc,0.09998,0.09133,9.4711485821,0.09921,0.09998,0.09921,0.09998,23198.3444197,2017-05-31 16:10:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:11:00,korbit,eth_krw,306150,289500,5.7512953368,306150,306450,274000,336000,331413.4568982275,2017-05-31 16:10:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:11:00,bitflyer,fx_btc_jpy,271789,272804,-0.3720619932,271661,271788,271661,271788,73513.372821,2017-05-31 16:10:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:11:00,okcoin,ltc_usd,26.578,25.069,6.0193864933,26.467,26.49,23.2,27,203649.052,2017-05-31 16:10:36,2017-05-31 16:10:36
2017-06-01,2017-06-01 01:12:00,bitstamp,btc_eur,2080,2027,2.6147015294,2076.45,2080,1950,2080,2375.96186109,2017-05-31 16:11:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:12:00,bitflyer,btc_jpy,267810,267130,0.254557706,267388,267790,267388,267790,73475.6389574,2017-05-31 16:11:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:12:00,korbit,btc_krw,3088500,3170000,-2.570977918,3079500,3080000,3002000,3209500,6376.47114276,2017-05-31 16:11:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:12:00,bitstamp,btc_usd,2329.91,2247.63,3.6607448735,2328.59,2328.96,2154.28,2330,14983.33329472,2017-05-31 16:11:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:12:00,okcoin,btc_usd,2412.14,2235.08,7.9218640944,2408.67,2412.13,2129.78,2422.99,4758.498516,2017-05-31 16:11:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:12:00,korbit,etc_krw,22730,23180,-1.9413287317,22700,22760,21000,25500,821140.2731519513,2017-05-31 16:08:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:12:00,bitflyer,eth_btc,0.09998,0.09132,9.4831362243,0.09921,0.09998,0.09921,0.09998,23178.3444197,2017-05-31 16:11:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:12:00,korbit,eth_krw,306450,290500,5.4905335628,306200,306450,274000,336000,331259.1289262488,2017-05-31 16:11:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:12:00,bitflyer,fx_btc_jpy,271600,272706,-0.4055649674,271501,271588,271501,271588,73475.6389574,2017-05-31 16:11:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:12:00,okcoin,ltc_usd,26.42,25.068,5.393330142,26.42,26.463,23.2,27,205055.305,2017-05-31 16:11:36,2017-05-31 16:11:36
2017-06-01,2017-06-01 01:13:00,bitstamp,btc_eur,2080,2027,2.6147015294,2073,2080,1950,2080,2377.23895219,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:13:00,bitflyer,btc_jpy,267585,267285,0.1122397441,267612,268077,267612,268077,73476.1109937,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:13:00,korbit,btc_krw,3088500,3175000,-2.7244094488,3079000,3079500,3002000,3209500,6369.16138017,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:13:00,bitstamp,btc_usd,2328.84,2243.29,3.8135952106,2314.31,2321.94,2154.28,2330,15003.46817846,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:13:00,okcoin,btc_usd,2412.33,2234.82,7.9429215776,2405.05,2412.33,2129.78,2422.99,4766.110516,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:13:00,korbit,etc_krw,22700,23310,-2.6169026169,22650,22700,21000,25500,818351.7101611678,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:13:00,bitflyer,eth_btc,0.09998,0.09148,9.2916484477,0.09921,0.09998,0.09921,0.09998,23174.2044197,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:13:00,korbit,eth_krw,306200,291100,5.1872208863,306300,306450,274000,336000,331115.3112226367,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:13:00,bitflyer,fx_btc_jpy,271209,272855,-0.6032508109,271211,271448,271211,271448,73476.1109937,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:13:00,okcoin,ltc_usd,26.42,25.06,5.4269752594,26.421,26.45,23.2,27,205837.627,2017-05-31 16:12:36,2017-05-31 16:12:36
2017-06-01,2017-06-01 01:14:00,bitstamp,btc_eur,2080,2032.89,2.317390513,2073,2080,1950,2080,2362.92212799,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:14:00,bitflyer,btc_jpy,267802,267285,0.1934264923,267802,268015,267802,268015,73553.4152739,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:14:00,korbit,btc_krw,3079500,3175000,-3.0078740157,3079500,3080000,3002000,3209500,6368.2016662,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:14:00,bitstamp,btc_usd,2314.95,2247.61,2.9960713825,2310.94,2314.32,2154.28,2330,14998.42750815,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:14:00,okcoin,btc_usd,2405,2234.49,7.6308240359,2405,2405.11,2129.78,2422.99,4772.043516,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:14:00,korbit,etc_krw,22720,23310,-2.5311025311,22660,22760,21000,25500,818545.7883150678,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:14:00,bitflyer,eth_btc,0.098,0.09148,7.127240927,0.09847,0.09947,0.09847,0.09947,23274.2044197,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:14:00,korbit,eth_krw,306450,290100,5.6359875905,306450,307000,274000,336000,331215.1045475867,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:14:00,bitflyer,fx_btc_jpy,270800,272853,-0.7524198011,270782,270800,270782,270800,73553.413776,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:14:00,okcoin,ltc_usd,26.216,25.06,4.6129289705,26.201,26.216,23.2,27,206741.684,2017-05-31 16:13:36,2017-05-31 16:13:36
2017-06-01,2017-06-01 01:15:00,bitstamp,btc_eur,2080,2029.97,2.4645684419,2071,2080,1950,2080,2363.37528902,2017-05-31 16:14:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:15:00,bitflyer,btc_jpy,267500,267564,-0.0239195108,267474,267999,267474,267999,73535.9404259,2017-05-31 16:14:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:15:00,korbit,btc_krw,3088500,3176000,-2.7550377834,3080000,3080500,3002000,3209500,6370.90697715,2017-05-31 16:14:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:15:00,bitstamp,btc_usd,2312.99,2244.85,3.0353921197,2315.03,2321.47,2154.28,2330,14995.45485402,2017-05-31 16:14:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:15:00,okcoin,btc_usd,2400,2232.96,7.4806534824,2399.99,2400,2129.78,2422.99,4789.253516,2017-05-31 16:14:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:15:00,korbit,etc_krw,22720,23310,-2.5311025311,22660,22760,21000,25500,818401.5661132829,2017-05-31 16:13:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:15:00,bitflyer,eth_btc,0.098,0.09216,6.3368055556,0.099,0.09947,0.099,0.09947,23285.7244197,2017-05-31 16:14:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:15:00,korbit,eth_krw,306950,287050,6.9325901411,305700,306950,274000,336000,331108.3090522551,2017-05-31 16:14:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:15:00,bitflyer,fx_btc_jpy,270811,272392,-0.5804135217,270811,271135,270811,271135,73535.9404259,2017-05-31 16:14:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:15:00,okcoin,ltc_usd,26.514,25.074,5.7430007179,26.431,26.526,23.2,27,207775.728,2017-05-31 16:14:36,2017-05-31 16:14:36
2017-06-01,2017-06-01 01:16:00,bitstamp,btc_eur,2070,2029.97,1.9719503244,2070,2079.49,1950,2080,2363.86823841,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:16:00,bitflyer,btc_jpy,267894,267527,0.1371824152,267480,267742,267480,267742,73515.5975919,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:16:00,korbit,btc_krw,3080500,3188500,-3.3871726517,3080500,3081000,3002000,3209500,6360.92076278,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:16:00,bitstamp,btc_usd,2314.99,2246.4,3.0533297721,2311.01,2314.99,2154.28,2330,15002.38162542,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:16:00,okcoin,btc_usd,2393.81,2234.41,7.1338742666,2393.8,2393.81,2129.78,2422.99,4799.915516,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:16:00,korbit,etc_krw,22760,23330,-2.4432061723,22670,22760,21000,25500,818295.7036335529,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:16:00,bitflyer,eth_btc,0.098,0.09036,8.4550686144,0.099,0.09998,0.099,0.09998,22978.7244197,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:16:00,korbit,eth_krw,307000,287150,6.9127633641,305900,307500,274000,336000,331125.7050435251,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:16:00,bitflyer,fx_btc_jpy,270633,272339,-0.6264251539,270502,270633,270502,270633,73515.5975919,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:16:00,okcoin,ltc_usd,26.45,25.1,5.3784860558,26.45,26.499,23.2,27,208594.034,2017-05-31 16:15:36,2017-05-31 16:15:36
2017-06-01,2017-06-01 01:17:00,bitstamp,btc_eur,2079.49,2017.56,3.0695493566,2071,2079.5,1950,2080,2368.46193007,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:17:00,bitflyer,btc_jpy,267474,267565,-0.0340104274,267474,267741,267474,267741,73448.962557,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:17:00,korbit,btc_krw,3081000,3195000,-3.5680751174,3080500,3081500,3002000,3209500,6350.98736122,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:17:00,bitstamp,btc_usd,2314,2244.04,3.1175914868,2314,2314.96,2154.28,2330,14997.49481186,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:17:00,okcoin,btc_usd,2399.93,2234.5,7.4034459611,2398.51,2399.93,2129.78,2422.99,4811.708516,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:17:00,korbit,etc_krw,22760,23330,-2.4432061723,22760,22770,21000,25500,819199.8625677572,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:17:00,bitflyer,eth_btc,0.098,0.09177,6.7887109077,0.099,0.09915,0.099,0.09915,22967.5137541,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:17:00,korbit,eth_krw,307100,287050,6.9848458457,307000,307250,274000,336000,331144.4179393851,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:17:00,bitflyer,fx_btc_jpy,270571,272600,-0.7443140132,270436,270705,270436,270705,73448.962557,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:17:00,okcoin,ltc_usd,26.451,25.136,5.2315404201,26.451,26.535,23.2,27,209366.755,2017-05-31 16:16:36,2017-05-31 16:16:36
2017-06-01,2017-06-01 01:18:00,bitstamp,btc_eur,2080,2035,2.2113022113,2073,2080,1950,2080,2366.15549124,2017-05-31 16:17:36,2017-05-31 16:17:36
